企業ID,業界,上場種別,y,pred,oof_pred,区分
546,食品,PR,0,0,0.0044771687739324,TN
547,医療・福祉,ST,0,0,0.0271055290835951,TN
548,アパレル・美容,PR,0,0,0.1826725110039329,TN
549,IT,ST,0,1,0.7326128386406782,FP
550,コンサルティング,PR,1,1,0.8821624354241825,TP
551,コンサルティング,PR,1,1,0.8719677989053641,TP
552,化学,ST,0,0,0.0007646860532599,TN
553,不動産,ST,0,0,0.0284010354945127,TN
554,コンサルティング,PR,0,1,0.7765389689152495,FP
555,IT,PR,0,0,0.1970099038701939,TN
556,IT,PR,0,0,0.0064651533017688,TN
557,化学,ST,0,0,0.149487383976672,TN
558,商社,ST,0,0,0.0060548118872334,TN
559,商社,PR,0,0,0.0178936906408186,TN
560,食品,ST,0,0,0.0061895733293119,TN
561,食品,PR,0,0,0.0276842472760838,TN
562,建設・工事,ST,0,0,0.0503620683417583,TN
563,IT,PR,1,1,0.9630617388228294,TP
564,商社,ST,1,0,0.0830205823502677,FN
565,機械,ST,0,0,0.0071928305409474,TN
566,コンサルティング,GR,0,0,0.0065912636757123,TN
567,通信,PR,1,1,0.7278620863344024,TP
568,建設・工事,ST,0,0,0.0007684793263352,TN
569,エンタメ,GR,1,0,0.2538962994341224,FN
570,化学,ST,0,0,0.1598274580019601,TN
571,小売,ST,0,0,0.0086757039173425,TN
572,化学,PR,0,0,0.0106509324761773,TN
573,ゲーム,ST,0,0,0.0274969164612856,TN
574,アパレル・美容,ST,0,0,0.0047030903545298,TN
575,機械関連サービス,PR,0,0,0.0037404715168603,TN
576,アパレル・美容,PR,1,1,0.8882443796442923,TP
577,ゲーム,PR,0,0,0.0031996788190243,TN
578,医療・福祉,PR,0,0,0.4071515285211,TN
579,機械,ST,0,0,0.0061216895943816,TN
580,外食,ST,0,0,0.0022687711539095,TN
581,その他サービス,ST,0,0,0.2872289438555724,TN
582,建設・工事,ST,0,0,0.0399466374922061,TN
583,外食,PR,1,1,0.5963825547176541,TP
584,外食,ST,0,0,0.0259588025538557,TN
585,自動車・乗り物,PR,0,0,0.1607078821320617,TN
586,小売,PR,0,0,0.0626926600335947,TN
587,IT,PR,0,0,0.0025318516212007,TN
588,通信,ST,1,0,0.1177224003283834,FN
589,生活用品,PR,1,1,0.7387458693581731,TP
590,ゲーム,PR,0,0,0.4551845766384393,TN
591,教育,ST,0,0,0.0449929275369241,TN
592,生活用品,ST,0,0,0.0037879325813447,TN
593,機械,ST,0,0,0.0125156299994157,TN
594,金融,ST,1,1,0.5738801758644528,TP
595,機械,PR,0,0,0.0148284131044063,TN
596,小売,ST,0,0,0.004191983794333,TN
597,その他サービス,ST,0,0,0.0169692517549823,TN
598,電気製品,ST,0,0,0.0053072925788094,TN
599,アパレル・美容,PR,0,0,0.0040818232604058,TN
600,エンタメ,ST,0,0,0.0086236674511283,TN
601,機械,PR,1,1,0.8571960319005474,TP
602,IT,PR,0,0,0.0051602804558466,TN
603,自動車・乗り物,ST,0,0,0.0386840974478787,TN
604,自動車・乗り物,ST,0,0,0.2651337191454575,TN
605,自動車・乗り物,PR,0,0,0.0363081853448911,TN
606,化学,PR,0,1,0.4709446646166517,FP
607,エンタメ,PR,0,0,0.1141742449684716,TN
608,教育,PR,0,0,0.2949264321652051,TN
609,通信機器,PR,1,1,0.8061771123351404,TP
610,不動産,PR,0,0,0.202024404358209,TN
611,医療・福祉,PR,0,0,0.0078858100472509,TN
612,生活用品,ST,0,0,0.0110524727621509,TN
613,電気製品,PR,0,0,0.0176780843570943,TN
614,電気製品,ST,0,0,0.0006422895194592,TN
615,人材,PR,1,1,0.9627517864622668,TP
616,小売,ST,0,0,0.0040316542469935,TN
617,小売,ST,0,0,0.0202985202816307,TN
618,外食,ST,0,0,0.0007249805370402,TN
619,建設・工事,ST,0,0,0.3168709881668727,TN
620,エンタメ,ST,0,0,0.0532729946717905,TN
621,教育,PR,1,0,0.425207022903143,FN
622,小売,ST,0,0,0.0009753644040703,TN
623,小売,ST,0,0,0.0130788861645234,TN
624,IT,PR,0,0,0.0022360363032676,TN
625,小売,ST,0,0,0.0017900957871098,TN
626,機械,PR,0,0,0.0055952455911688,TN
627,商社,ST,0,0,0.0360400587572054,TN
628,通信,ST,0,0,0.2506754304948663,TN
629,IT,PR,0,0,0.3640056188050227,TN
630,機械,PR,0,0,0.443219677588608,TN
631,機械,PR,0,0,0.0052840113766706,TN
632,機械,PR,0,0,0.0007187516358954,TN
633,機械,PR,0,0,0.0104624153301519,TN
634,機械,ST,0,0,0.0047405835437288,TN
635,製造,ST,0,0,0.003064226801121,TN
636,機械,PR,0,1,0.5381033237289994,FP
637,機械,ST,0,0,0.1024290319024384,TN
638,製造,PR,0,0,0.0255942777775479,TN
639,機械,PR,1,1,0.9263956148610512,TP
640,機械,ST,0,0,0.0136788995966519,TN
641,製造,ST,0,0,0.0319756039944646,TN
642,製造,ST,0,0,0.0010297327276967,TN
643,機械,PR,0,1,0.9238437309122982,FP
644,製造,ST,0,0,0.0070405248103511,TN
645,機械,ST,0,0,0.008974540510084,TN
646,機械,PR,0,0,0.1057526757977367,TN
647,製造,PR,0,0,0.0063951358397888,TN
648,機械,ST,0,0,0.0139110902694832,TN
649,製造,PR,0,0,0.0070874730346135,TN
650,製造,ST,0,0,0.0459822617880412,TN
651,電気製品,PR,0,0,0.1315554060263916,TN
652,機械,PR,0,0,0.3548586225373948,TN
653,機械,ST,0,0,0.010159837229116,TN
654,機械,PR,1,1,0.6963673778492744,TP
655,機械,PR,0,0,0.0182401646892717,TN
656,医療・福祉,PR,0,0,0.0019477234702575,TN
657,機械,ST,0,0,0.0014997931489787,TN
658,機械,PR,0,0,0.1191289146098257,TN
659,機械,ST,0,0,0.0184169398794925,TN
660,機械,ST,0,0,0.0881414938762641,TN
661,機械,ST,0,0,0.0230771382997585,TN
662,機械,PR,0,1,0.5369334683572756,FP
663,製造,PR,0,0,0.0031965275630224,TN
664,機械,PR,0,0,0.0626316724229558,TN
665,電気製品,ST,0,0,0.0129406851739012,TN
666,医療・福祉,ST,0,0,0.0804430876778392,TN
667,機械,PR,0,0,0.0026076216394949,TN
668,製造,ST,1,1,0.4898810395962814,TP
669,機械,ST,0,0,0.0129701077314819,TN
670,製造,ST,0,0,0.2882781581800505,TN
671,製造,PR,1,0,0.0291923171693475,FN
672,機械,ST,0,0,0.0035274961806548,TN
673,機械,ST,0,0,0.0030908381553237,TN
674,機械,PR,0,0,0.0018523852034381,TN
675,IT,PR,1,0,0.2067020920385344,FN
676,IT,PR,0,0,0.0052692915420394,TN
677,IT,PR,0,0,0.1442644568495812,TN
678,コンサルティング,ST,0,0,0.0440767559289296,TN
679,IT,ST,1,1,0.9751810897846308,TP
680,IT,PR,1,1,0.5557615262785118,TP
681,IT,PR,1,1,0.7944026652479174,TP
682,IT,ST,0,0,0.2395935218892839,TN
683,IT,ST,0,0,0.0432178303994484,TN
684,IT,PR,0,0,0.050832229894264,TN
685,IT,PR,1,1,0.4995035779725438,TP
686,コンサルティング,ST,0,0,0.0206116923601216,TN
687,IT,ST,1,1,0.9039405921255876,TP
688,IT,PR,0,0,0.0256180106238148,TN
689,IT,ST,0,0,0.0208656310064997,TN
690,IT,PR,1,0,0.1877182216045485,FN
691,IT,ST,0,0,0.0024049655342182,TN
692,コンサルティング,GR,0,0,0.017305881865339,TN
693,IT,ST,1,0,0.2305406077763052,FN
694,IT,ST,1,0,0.1896684629912036,FN
695,IT,ST,0,0,0.0180310111103271,TN
696,食品,ST,0,0,0.1235883327714621,TN
697,建設・工事,PR,0,0,0.0022870181748917,TN
698,商社,PR,0,1,0.9005532654893701,FP
699,建設・工事,PR,0,0,0.012564284967093,TN
700,建設・工事,PR,0,0,0.1669479764054576,TN
701,外食,ST,0,0,0.0023583013276286,TN
702,人材,PR,0,0,0.2474967749644289,TN
703,小売,ST,0,0,0.0192288891176007,TN
704,医療・福祉,ST,0,0,0.0577342616398846,TN
705,人材,GR,1,1,0.9479662009603612,TP
706,人材,PR,0,0,0.4204619867006477,TN
707,外食,ST,0,0,0.033625673939653,TN
708,不動産,ST,0,0,0.0431973282431711,TN
709,運輸・物流,GR,0,0,0.0066882551286211,TN
710,その他サービス,ST,0,0,0.0050832252534966,TN
711,食品,ST,0,0,0.0949736222740509,TN
712,教育,PR,0,0,0.0195148267319159,TN
713,医療・福祉,PR,0,0,0.0036609613256636,TN
714,人材,PR,1,1,0.8726154134050736,TP
715,教育,ST,0,0,0.0478132275342472,TN
716,エンタメ,ST,0,0,0.0034264001426321,TN
717,運輸・物流,ST,0,0,0.1117776107721282,TN
718,専門サービス,ST,0,0,0.0273158107939897,TN
719,建設・工事,PR,0,0,0.171131350560813,TN
720,商社,ST,0,0,0.0046270781055935,TN
721,食品,ST,0,0,0.1249545613592114,TN
722,人材,PR,0,0,0.0114970710989984,TN
723,コンサルティング,PR,0,0,0.0917883053571432,TN
724,食品,ST,0,0,0.0105782637630961,TN
725,自動車・乗り物,PR,1,0,0.4192238873606435,FN
726,人材,PR,1,1,0.6490136280884489,TP
727,人材,ST,0,0,0.0224755425333862,TN
728,エンタメ,PR,0,0,0.0032491051508978,TN
729,小売,PR,0,0,0.008295191576114,TN
730,医療・福祉,PR,0,0,0.0036515170003346,TN
731,生活用品,PR,0,0,0.0049809758830347,TN
732,外食,ST,0,0,0.0145328244517589,TN
733,機械,PR,1,1,0.7146731846821057,TP
734,医療・福祉,PR,0,0,0.0532697888517454,TN
735,化学,ST,0,0,0.0209001922281507,TN
736,金融,ST,1,1,0.9743318954924276,TP
737,金融,ST,0,0,0.0785029195622192,TN
738,金融,GR,0,1,0.9116804139452872,FP
739,金融,ST,0,0,0.2582183999618849,TN
740,金融,ST,0,1,0.4642836011338394,FP
741,金融,ST,0,0,0.1832209614956457,TN
