企業ID,業界,上場種別,y,pred,oof_pred,区分
546,食品,PR,0,0,0.0061658123297603,TN
547,医療・福祉,ST,0,0,0.0373334718502082,TN
548,アパレル・美容,PR,0,0,0.1128962562043763,TN
549,IT,ST,0,0,0.2083748184604407,TN
550,コンサルティング,PR,1,1,0.9725591423795528,TP
551,コンサルティング,PR,1,1,0.9790553981431912,TP
552,化学,ST,0,0,0.0023994412614196,TN
553,不動産,ST,0,0,0.0311001151476531,TN
554,コンサルティング,PR,0,1,0.785871383487992,FP
555,IT,PR,0,0,0.2797646756974846,TN
556,IT,PR,0,0,0.0089903650305654,TN
557,化学,ST,0,0,0.0397771304664618,TN
558,商社,ST,0,0,0.0003809336779802,TN
559,商社,PR,0,0,0.0159373320518626,TN
560,食品,ST,0,0,0.0082319831381163,TN
561,食品,PR,0,0,0.0243919954078099,TN
562,建設・工事,ST,0,0,0.0798185668704201,TN
563,IT,PR,1,1,0.9485659837514192,TP
564,商社,ST,1,0,0.0552840740188659,FN
565,機械,ST,0,0,0.0104872918176583,TN
566,コンサルティング,GR,0,0,0.0114823536942277,TN
567,通信,PR,1,1,0.6108312909252075,TP
568,建設・工事,ST,0,0,0.0017858959585822,TN
569,エンタメ,GR,1,0,0.136367932005517,FN
570,化学,ST,0,0,0.1677698565794023,TN
571,小売,ST,0,0,0.0116089607009566,TN
572,化学,PR,0,0,0.000550379824524,TN
573,ゲーム,ST,0,0,0.0070853295367083,TN
574,アパレル・美容,ST,0,0,0.0101472387432676,TN
575,機械関連サービス,PR,0,0,0.005645052541107,TN
576,アパレル・美容,PR,1,1,0.9506910644497916,TP
577,ゲーム,PR,0,0,0.0022561437366158,TN
578,医療・福祉,PR,0,0,0.3383528483112161,TN
579,機械,ST,0,0,0.0027825010767449,TN
580,外食,ST,0,0,0.0037303777540934,TN
581,その他サービス,ST,0,0,0.2459148258338608,TN
582,建設・工事,ST,0,0,0.1066074037525974,TN
583,外食,PR,1,1,0.4549999491050886,TP
584,外食,ST,0,0,0.0162947317474739,TN
585,自動車・乗り物,PR,0,0,0.1141293066911429,TN
586,小売,PR,0,0,0.158525698573428,TN
587,IT,PR,0,0,0.003059252032917,TN
588,通信,ST,1,0,0.070125180442928,FN
589,生活用品,PR,1,1,0.9086988995322764,TP
590,ゲーム,PR,0,0,0.3387561243172486,TN
591,教育,ST,0,0,0.0056969560889322,TN
592,生活用品,ST,0,0,0.0052891132772055,TN
593,機械,ST,0,0,0.002868160463584,TN
594,金融,ST,1,1,0.7323921253687445,TP
595,機械,PR,0,0,0.0053199016907345,TN
596,小売,ST,0,0,0.0026082751552591,TN
597,その他サービス,ST,0,0,0.0016700947798178,TN
598,電気製品,ST,0,0,0.0062904195219772,TN
599,アパレル・美容,PR,0,0,0.0068312155263244,TN
600,エンタメ,ST,0,0,0.0050649822205227,TN
601,機械,PR,1,1,0.8873698893658795,TP
602,IT,PR,0,0,0.0109498292347976,TN
603,自動車・乗り物,ST,0,0,0.0432421703975515,TN
604,自動車・乗り物,ST,0,0,0.1610333506888069,TN
605,自動車・乗り物,PR,0,0,0.0901968307940211,TN
606,化学,PR,0,1,0.4256191713750689,FP
607,エンタメ,PR,0,0,0.0092276585327923,TN
608,教育,PR,0,1,0.4810275022275992,FP
609,通信機器,PR,1,1,0.83609073574287,TP
610,不動産,PR,0,0,0.1582508839272759,TN
611,医療・福祉,PR,0,0,0.0069020832486912,TN
612,生活用品,ST,0,0,0.0022799141781822,TN
613,電気製品,PR,0,0,0.0151374126878882,TN
614,電気製品,ST,0,0,0.0012408446849279,TN
615,人材,PR,1,1,0.9349970337219418,TP
616,小売,ST,0,0,0.00358395368313,TN
617,小売,ST,0,0,0.0307679308455045,TN
618,外食,ST,0,0,0.0024626640344473,TN
619,建設・工事,ST,0,1,0.5754357017823433,FP
620,エンタメ,ST,0,0,0.0778136921260534,TN
621,教育,PR,1,1,0.4720166479876925,TP
622,小売,ST,0,0,0.001906956373542,TN
623,小売,ST,0,0,0.0040364103302203,TN
624,IT,PR,0,0,0.002471110439598,TN
625,小売,ST,0,0,0.0044893394675411,TN
626,機械,PR,0,0,0.009419572124332,TN
627,商社,ST,0,0,0.0729034884094583,TN
628,通信,ST,0,1,0.5844151818916943,FP
629,IT,PR,0,0,0.0319891824361615,TN
630,機械,PR,0,1,0.4948110759088835,FP
631,機械,PR,0,0,0.0065357738232138,TN
632,機械,PR,0,0,0.002967197646357,TN
633,機械,PR,0,0,0.0052906507949816,TN
634,機械,ST,0,0,0.0171320179510783,TN
635,製造,ST,0,0,0.0035692948442381,TN
636,機械,PR,0,1,0.5171265846819901,FP
637,機械,ST,0,0,0.0668449793642535,TN
638,製造,PR,0,0,0.0233359332455763,TN
639,機械,PR,1,1,0.9462161548171606,TP
640,機械,ST,0,0,0.0325859916553934,TN
641,製造,ST,0,0,0.0480116514798011,TN
642,製造,ST,0,0,0.0019220500422668,TN
643,機械,PR,0,1,0.932199221400886,FP
644,製造,ST,0,0,0.0151271140556011,TN
645,機械,ST,0,0,0.009049976140481,TN
646,機械,PR,0,0,0.2076314919298885,TN
647,製造,PR,0,0,0.0084833381057244,TN
648,機械,ST,0,0,0.0157655227892238,TN
649,製造,PR,0,0,0.0190811623994007,TN
650,製造,ST,0,0,0.0045561538661151,TN
651,電気製品,PR,0,0,0.0236183431296959,TN
652,機械,PR,0,0,0.2375131789230245,TN
653,機械,ST,0,0,0.0030153795333659,TN
654,機械,PR,1,1,0.67346319577138,TP
655,機械,PR,0,0,0.0389503556511831,TN
656,医療・福祉,PR,0,0,0.0079541172118052,TN
657,機械,ST,0,0,0.0012620462855638,TN
658,機械,PR,0,0,0.3465033012905992,TN
659,機械,ST,0,0,0.0015327655126646,TN
660,機械,ST,0,0,0.3060961542573894,TN
661,機械,ST,0,0,0.0174026164345929,TN
662,機械,PR,0,1,0.7774726775134714,FP
663,製造,PR,0,0,0.0074530918049734,TN
664,機械,PR,0,0,0.0290733859935604,TN
665,電気製品,ST,0,0,0.0225417849871089,TN
666,医療・福祉,ST,0,0,0.1072521626542254,TN
667,機械,PR,0,0,0.0026568486395577,TN
668,製造,ST,1,0,0.2795994133694405,FN
669,機械,ST,0,0,0.006174255936053,TN
670,製造,ST,0,0,0.1384365940268243,TN
671,製造,PR,1,0,0.0206538298857304,FN
672,機械,ST,0,0,0.0020236980814706,TN
673,機械,ST,0,0,0.000458065076887,TN
674,機械,PR,0,0,0.0021130955927148,TN
675,IT,PR,1,0,0.3629482233314893,FN
676,IT,PR,0,0,0.0092584500236259,TN
677,IT,PR,0,0,0.2517656071658011,TN
678,コンサルティング,ST,0,0,0.0860340739683073,TN
679,IT,ST,1,1,0.9756979207779796,TP
680,IT,PR,1,1,0.817586267831609,TP
681,IT,PR,1,1,0.6792338974566192,TP
682,IT,ST,0,0,0.0174527598053971,TN
683,IT,ST,0,0,0.0529439098770776,TN
684,IT,PR,0,0,0.0102731964124205,TN
685,IT,PR,1,1,0.4995136934766889,TP
686,コンサルティング,ST,0,0,0.0498079692436275,TN
687,IT,ST,1,1,0.926204568215169,TP
688,IT,PR,0,0,0.0057812331251834,TN
689,IT,ST,0,0,0.0113366225630055,TN
690,IT,PR,1,0,0.1305154323584108,FN
691,IT,ST,0,0,0.0040439365823143,TN
692,コンサルティング,GR,0,0,0.0106817104531424,TN
693,IT,ST,1,1,0.5069565879101516,TP
694,IT,ST,1,0,0.0693040330248355,FN
695,IT,ST,0,0,0.0350975956048565,TN
696,食品,ST,0,0,0.0107140993587463,TN
697,建設・工事,PR,0,0,0.0033109614923394,TN
698,商社,PR,0,1,0.7990604340084282,FP
699,建設・工事,PR,0,0,0.0067064800813155,TN
700,建設・工事,PR,0,0,0.0328837188040952,TN
701,外食,ST,0,0,0.0026596682970919,TN
702,人材,PR,0,0,0.2814873217144384,TN
703,小売,ST,0,0,0.0183252394458827,TN
704,医療・福祉,ST,0,0,0.1808810380223933,TN
705,人材,GR,1,1,0.9181363898349651,TP
706,人材,PR,0,1,0.4170843499176085,FP
707,外食,ST,0,0,0.0717177578083254,TN
708,不動産,ST,0,0,0.0128519675045589,TN
709,運輸・物流,GR,0,0,0.0093575530740181,TN
710,その他サービス,ST,0,0,0.0043874716223902,TN
711,食品,ST,0,0,0.1145844808142012,TN
712,教育,PR,0,0,0.0361160578472352,TN
713,医療・福祉,PR,0,0,0.0075624539725006,TN
714,人材,PR,1,1,0.989683326886442,TP
715,教育,ST,0,0,0.2155589534121613,TN
716,エンタメ,ST,0,0,0.0134831952682301,TN
717,運輸・物流,ST,0,0,0.1250700824885535,TN
718,専門サービス,ST,0,0,0.0015681361862447,TN
719,建設・工事,PR,0,0,0.0558231240577696,TN
720,商社,ST,0,0,0.0028866306330835,TN
721,食品,ST,0,0,0.0190087400085633,TN
722,人材,PR,0,0,0.1132684085284187,TN
723,コンサルティング,PR,0,0,0.194696449141467,TN
724,食品,ST,0,0,0.0131314073251703,TN
725,自動車・乗り物,PR,1,0,0.3316711978403187,FN
726,人材,PR,1,1,0.840234190982156,TP
727,人材,ST,0,0,0.0043817248239875,TN
728,エンタメ,PR,0,0,0.0023477855543687,TN
729,小売,PR,0,0,0.0054148649977752,TN
730,医療・福祉,PR,0,0,0.0116765465524146,TN
731,生活用品,PR,0,0,0.0190977791063678,TN
732,外食,ST,0,0,0.0096064918512196,TN
733,機械,PR,1,1,0.792476940574,TP
734,医療・福祉,PR,0,0,0.1142632519708707,TN
735,化学,ST,0,0,0.0168405590982612,TN
736,金融,ST,1,1,0.9345169350250376,TP
737,金融,ST,0,0,0.0464589358397684,TN
738,金融,GR,0,1,0.9275080955550818,FP
739,金融,ST,0,0,0.2619282185077631,TN
740,金融,ST,0,1,0.456261214823266,FP
741,金融,ST,0,0,0.2156023862472078,TN
